id,summary
28783,pop up asking feedback to improve its features
22479,activation page to enter code for the account
15130,introductory page
29605,image asking to install the launcher to apply the theme
22592,login credentials page for an application
17258,display with dashboard option
35066,displaying a photo editing app
12640,list of available flights in a booking application
17007,page displayed score and description
2949,blank color page displaying with a option
11601,app showing scarf tying guide
20636,different categories of pictures are displaying for monday
20420,home screen showing list of food items
21350,page displaying to search tickets in an airline application
26835,alert message asking access to email address in the application
2846,list of different cities to choose in application
17897,display with accessibility option
17620,display of a page showing statement of radio app
1391,display page of a no connected devices
3001,display shows recommended page in a radio application
2989,display with multiple options
32061,list of options available
34756,home page
28905,display of screen shows how the code works
26317,pop up asking to continue to purchase
24205,app showing 3d home design
31261,interests page which can be skipped in the shopping app
32337,login page for accessing account
20104,notifications page with various options to enable or disable
11803,page asking for details to sign in
31251,display shows to add new items
13768,display with privacy option
2966,homepage displaying access information of account to continue
26140,list of countries with languages
24929,display shows number of applications to share the data
23305,asking referral code of kardia connect
2166,home screen displaying flight details
21655,page with continue option
24199,display image of options
17677,displaying website loading page in android application
22643,home page displaying trendings
29271,display of screen shows about an upcoming soccer activities
20989,page displays various options to create an account
29454,displaying calendar to set dates for workout
15052,display of settings page
32710,page displaying all comments of an sport application
35531,page displaying an image in the application
20654,display page asking information to fill
27965,alert message asking for shut down of a maps application
31268,display image of options
10762,home page displaying nearby jobs locations
14455,app showing different radio live in different cities
12182,description for the video and sharing option are displaying
28158,blank page displaying with few options
20727,log in and sign up page for the application
12373,page asking to select a team to follow
30837,display shows to view list
14845,pop up alert to open with an application
35495,list of multiple data settings options
24002,page displaying the profile details and edit option
35647,display page of a settings in a music app
23,pop up box showing browser tips
27516,list of options available in settings
18839,list of different countries showing their currencies
196,display of a page showing multiple account settings
21527,page with take a tour option
27900,page displaying to enter personal info to register
25375,different genres are displaying in the entertainment app
3221,page displaying different collections of mathematical books
32800,display with feed option
25192,page displays a map to find a store in app
17196,display of options in a fitness application
29520,app of hack face prank
17971,login page of a shopping app
30425,camera with recent photo in timelapse
1658,page displaying about the sports news feed
21291,list of settings showing in this page
12828,page displaying continue option
26575,display image of options
32730,login credentials page of a social app
22966,home page with various options
26736,display of a page showing past events for an app
35158,introductory page of a website
11711,multiple food items in food application
11975,page displaying list of all free apps
20070,display with pages manager option
18815,display shows number of locations
19397,login credentials page
23684,displaying a app to train body
29896,display shows ad on weather updates application
15348,display shows number of applications
34214,page displaying a details of a contact
20564,display page of a bible app
33799,welcome page displayed of a music app
27968,home screen of the route guide app
22580,app showing the different statistic
18564,log in page for the application
31020,display of settings options for an application
27846,home screen displaying messages in social app
16024,display shows list of options in transaction page of app
14334,application to know the weather report in the location
22531,page showing multiple analysis options in weight loss app
31515,page displaying list of sports leagues options
31099,display image of options in a shopping application
13992,alert message to select an app
13703,display of list of settings
19653,display page with different options
19382,login page of a shopping application
22903,notification displaying calendar with cancel and ok options
24455,page displaying different universal studios
10868,display of a page showing of medical healthcare app
1111,display page of a payment app
15320,display image of options
1272,page asking information for education app
10670,display of a pop up
25344,display shows phone number
16583,different setting options with location information are displaying
14033,display with several options
29716,home page for a healthcare application
24818,display shows list of options in the events app
24254,different location names and addresses are displaying
14422,page displaying beauty items
16268,display of log in page
22620,display image of options in a weather application
20177,login page for a social app
20952,page displaying for continuation to make a payment
14040,display of a pop up
2788,job information in investment questions
27925,display shows alert message on book/cancel tickets in railways app
2829,display shows list of amenities to be selected in application
21905,blank page displaying empty collection
1406,page displaying info of a kpop drama
19514,display of a pop up with share option
27260,notification displaying various music symbols
25633,display of settings page
17071,displaying various stocks options
13705,login page of a medical app
35849,informative page with various options
31246,display of a pop up
2677,page displaying costs of crowns to buy
13456,display shows a message
19909,display of a page showing multiple options for settings
34407,home page displaying list of medical categories
1279,display of a page showing statement of money saving app
31175,page displaying all information for learning grammar
24753,different kinds of settings in the application
23472,about page
29180,display of log in page for social application
18743,display of a pop up
24054,display shows to allow or deny
24635,display of the blank page with loading icon
18137,alert message to select an app for sharing the file
3510,informative page
22569,pop up with share options
33749,display of a initial steps in a social application
25495,login page for a mental health application
11466,app showing list of settings
20356,application version showing in this page
27738,page for translating particular sentences
3549,optional personnel info about person in the app
30552,page displaying a learning app
17684,page displaying map
16446,pop up displaying about the image to share
18455,page displaying all social network apps
29442,display of a page showing of workout app
17741,list of options to select shortcut
24065,display with several options
31630,display with faq and support option
26911,pop up displaying about the social app account
247,page displayed to create a profile of an food application
32347,list of various options
29732,multiple music albums are displaying
21107,page displaying a map and weather forecast on weather app
29797,different kinds of weather report in the application
17586,page displayed comments and other options
35314,alert message of file explorer page
2921,display shows to select your fluency level
17923,blank page with different parameters displayed
35557,display of a page showing multiple weapon in game app
25549,home page
3411,acceptance page of terms and conditions for an app
21617,display of the page to submit
2308,display shows number of application to invite
14112,calendar page and other options displayed
33244,page asking information about account
28762,language setting showing in this page
3496,display of a page showing billing address
10705,app showing list of wishes
10206,display shows list of countries in the application
17144,page displaying a copyright notice
18820,page displaying details about an apartment
15111,homepage of a weather updates application
28263,pop up displayed license agreement to reject or accept
25975,display of sign in page in a shopping application
29970,page displaying list of food items in the feeding application
27572,page showing sign in options
21430,app showing list of bookmarks
32570,empty page displaying default profile
3361,display with previous and next options
12909,deals of the shopping app
13089,display of list of draw results in lottery app
26075,displaying the list of sharing applications
12875,display of a pop up
25311,display page of multiple edit menu entries
34676,page displaying a translation app
30147,home screen displaying list of social apps
2898,display shows ad page in the weather updates application
19624,different options in an online dating app
10883,display shows to start conversation
10278,log in page
11567,different categories in the translation app
16666,page displaying the offers of a shopping app
11915,displaying login page of a financial app
22836,app showing list of scottrade
11938,display of screen to register email address
3245,page displaying settings in a mobile phone drawing
30431,displaying a image in gallery
34276,notification showing different flags with languages
22035,pop up showing to continue of an social app
31757,display of a pop up
24192,page displaying to connect through bank account
27366,different kinds of tabs in the mobile
17687,home screen displaying symptoms of allergies
34968,display screen showing various options
29169,create new layout in default layout
19830,list of options for customizing the notifications for it
26147,display of a page with a news in news app
12056,page displaying a folder to backup
14363,initial page
17150,home screen displaying to enter the details
16297,display of a page showing multiple statements in news app
20603,list of time slots available in the workout application
12390,display of a page showing navigation of map
32635,page displaying different options to start an app
15377,app showing the information about spiritual adoption
2498,welcome page displayed to accept and continue
28895,display shows notifications page
32289,displaying different options in sound app
17376,display image of options in a recipe application
22476,home screen showing route of a train
12707,display shows search page of a music application
19390,display image of options in a shopping application
24962,page displayed an application to download and other option
12234,pop up alert with options to select
34895,display shows homepage of a radio application
33685,screen showing page with options in setup
28688,blank page
12092,display shows translation page in language learning application
29438,page displaying the information about social app
20971,display of initial page
27360,displaying an app to know all your events
10258,log in page of financial union
34481,notification showing various apps
14190,display of a chat application with various options
19793,display screen of healthcare provider app
21013,display shows the details of zodiac
34269,display shows the reports
22505,pop up displaying information about the application
32203,app showing different images on the phone screen
18535,log in/sign up page for an application
15594,display of a page showing game streaming app
17358,page showing multiple options to achieve best results
35472,displaying list of different stories
24633,display image of options
15483,alert message to select the app for sharing the file
18835,page showing different flights available
22661,page displaying available trips
1917,list of wall decorating ideas
19198,page displaying about the usage date
16082,log-in/sign-up page of a social app
35090,blank page of private messages
18777,displaying an app which gives early warning before earthquake
19649,page displaying to allow permission
22556,display with several options
28607,displaying a contact in the social app
34605,app showing list of balance
21688,display of an image in the photo app
28016,different kinds of tabs with their description in the application
30056,display page of a language learning app
26401,entertainment purpose in face mood scanner
29792,display of record of slideshows
27722,page displaying alphabets
26137,login or signup page for accessing account
19658,display shows homepage of a dating application
18085,display of a page showing multiple options in shopping app
10180,page displaying movies in app
14365,introductory page
12865,calculator showing in this page
2905,display of a send mail option
2773,display with various options to choose
33172,list of application options for sharing
30546,display of a page showing religion app
18233,app showing list of frames
22066,page displayed different social news feed of an news application
1107,list of electricity boards available to select
13460,page showing sign up page for accessing an account
34386,welcome page displaying details of an devotional application
17068,display shows alert message on the financial application
15783,informative page
1539,display shows photo of room
32534,display shows to start setup
23409,display page of a setting in a fitness app
16870,display shows list of images in the app
12823,log in page displayed of a reading app
26115,app showing the menu of radar
23550,display with several options
3379,display of screen on weather alerts
11420,continue page of an application
26234,displaying guide page for an app
10941,flashlight tab in the mobile application
27899,display page of a newspaper app with more options
11177,pop up message
14106,contact details and upgrade option for the cooking app
28110,list of different calculators in a health care app
12112,blank page is displaying for storage
28748,display page of a gallery
315,display of options to log in into social applications
19996,page displaying various videos
18279,notification showing an information with cancel option
19879,list of countries with a percentage
23227,display with options
26700,display with multiple videos
25957,image shows search page of a shopping app
11293,pop up asking information for a community app
34707,page showing pop-up message to install
30257,display page of a social app
10852,display with providers option
35160,location of san francisco in maps
14189,notification displaying various folders with cancel option
22286,home screen displaying options for settings
10889,introduction page for a learning application
2171,display page to search for flight tickets
22482,blank page displaying different categories and options
35861,list of different reciters holy quran
18080,different kinds of tabs in the mobile application
22497,application to create the note in the mobile
34519,display shows next option to continue the page
30321,list of countries to choose
2518,display of a page showing taxi booking app
33612,display of log in page
30831,happiness quote in happy habits
34586,screen shows search options in a travel application
10857,blank page of a health journal
22079,page displaying account information available
1850,display screen showing list to select gender
30437,display of images
21313,page asking to fill the details
21785,list of options in the shopping page
35657,displaying different options to set keyboard
12512,image of a laundry detergent is displaying with description
2357,app showing the information of my outlet
34462,display of a add account option
29017,page asking for permissions for an application
25035,notification displaying information with different options
33318,browsing history page of a shopping app
14583,description to regulate the application in the mobile
26511,page displayed an image of hotel
10545,list of news in news app
2354,display shows list view of searched location in the app
25276,displays all information about sports app
30160,display page of a recent images
17352,display of options in period tracker application
1689,application to turn on the different kinds of tabs
22577,display with different activities option
1074,enter code to verify account
25876,initial page for an application
17119,app showing list of how-to 's
23940,display shows to set password
1519,display of settings page
33549,display of sent items in a messaging application
27261,display screen showing information
34782,list of various newest pastas
16736,alert message to select an app for sharing the file
25520,display page of a shopping app
313,page displaying different players available and search bar
14546,login credentials page
10614,page asking to set profile image
20101,list of options in my account
22867,different parameters are showing for notifications
14549,log in page
23151,description about the problems in the application
23888,display of a page showing a nails art app
24494,display shows timer options in the application
16625,page displaying various plans to select
35668,pop up message alert of disclaimer
23779,home page for a healthcare application
21501,display of an account details
13688,display with settings and help options
26509,amenities of hotel in axiom hotel
27086,display page of a daily tracker
17603,contact details and social websites of a banking app
28920,display image of options
18397,page displaying different emojis
27883,display of a page showing multiple settings
27153,page displaying an information in language translator app
18716,bubble sort in the application with different tabs
12602,list of countries in bank 's country
22803,home page displaying about stations
13412,page displaying exercises per day of a fitness app
26682,pop up showing tip to turn on camera
25203,list of news available in the application
1469,add place in add a place
35260,alert message to select an app for sharing the file
33901,pop up alert
18651,display screen of a travel app showing trip info
10196,list of parameters are displaying
20494,home screen for the e-book app
14885,page displaying information
19498,display shows general settings
33960,display shows number of applications
34910,home page with options
12326,introductory page
18151,displaying settings page of an news app
2018,blank page
11914,list of options in the payment app
34494,sign up page displayed
24992,front page of a sports app
19729,display of a page showing online car app
1522,notification displaying exit and accept options
17397,list of different teams in the game application
31163,display page of a photo edit application
1356,display of a initial stages
1455,app showing list of information regarding an earthquake
23133,app displaying current locations in the mapping app
24574,comments box showing in this page
1634,display of multiple options for music player application
17688,information about what should be done for breathing problem
22597,display image
23299,display to give details in the application
27314,display shows homepage of bus application
32767,different kinds of settings in the mobile device
31122,display image of options
3161,login page for a social app
13702,contact page
11860,log in page displayed
15744,display of a pop up
29914,page displaying for adding post in an social application
26931,page displaying about weather conditions
28213,page asking to access email
29901,log in page
29251,logging into a page through social app
19059,display of the satellite image in the app
19664,different kinds of images in the mobile with description
12429,pop up showing to open with
27381,displaying a page to scan
31992,display of clock with select options
11316,calendar page displayed of a menstrual tracking app
321,display page of a messaging application
31785,display of screen with yes no and undo options
199,display screen showing mutual matches
339,app showing blade sharpness and settings
24876,blank page displaying remainders and different options to add
23400,page displaying map and magnitude of earthquake
31527,display image of tv shows options
2994,alert message to select the app for sharing the file
1836,display screen with various options
22657,online application to book the bus for your journey
32545,asking permissions to login
20968,list of applications to share the location
20505,page displaying a scanner code
30265,display of log in page
13124,page displaying to create an account or to sign in
14447,alert message to select an app for sharing the file
32836,app asking permission to enable the notifications
15705,no country information in sim country information
1553,display shows user profile created
23873,displaying welcome page of online shopping
13693,displaying a scan page for medicines
12579,page displayed different settings
16394,blank page of stats displayed
16458,display page of a usb tether
2796,page displaying results for chats
15970,display of a page showing multiple locations in food app
26813,display with multiple options
19723,finish page
3548,display page containing start button
24053,app showing list of settings
16391,display screen showing list of social networks
30061,display of image edit in the photo editing app
10268,display of a comments option
11624,display of a page showing weather forecast app
33615,page displaying help and support an food application
17845,birthday details to be filled for continuation page displayed
15907,home page displaying to login or sign up into account
34467,display page of a financial app
25333,page asking to download new version of app
23545,list of apps shown to install
34215,display screen of add new contact
17964,page displayed account settings
3440,display of a setup password option
34354,display of options
24020,display shows number of stories
1059,display screen showing number of visits
18862,pop up displayed open with different applications
12452,display of search bar
33478,app asking permission to view my basic profile info
15619,notification displaying login status
19049,display of a pop up with share options
31009,display page with list of options
25185,page displaying food item details
21666,display of a page showing of a travelling map app
19800,home page displaying login or sign up options to continue
3144,display image of options in a shopping application
17729,display of a page showing privacy statement for an app
25973,display shows number of saved items
14092,page displaying a video with multiple options
21508,page displaying about the share messages and events
29831,display of a pop up
32645,page showing various country options
35542,display shows list of exercises available in the fitness app
11371,display of a pop up
31881,display of an initial page
17361,pop up displaying permission for tracker
12694,display shows number of applications
3520,blank page of contacts and other options displayed
25489,page displaying multiple peace pictures
34758,display of a multiple options
24188,app asking to confirm the number
29118,continue page of an application
17653,display of option to log in into social application
17430,display page of a shopping app
31610,home screen displaying details about product
188,pop up displayed to select given options
19851,displaying a settings page of news
30388,app sending a confirmation code to the given number
10080,display page showing menu for settings
30298,application to search the restaurants in the mobile
28349,display of hourly forecast in a weather app
13569,display shows list of cities in the application
19561,list of contents in the storage
15665,page displaying personal details and addresses
28590,page showing pop up to continue
1916,index page displayed
15650,login page of a payment app
15931,app showing profile photo of a person
23397,display shows number of videos about forecast
24907,notification displaying various options to select
30478,display of a initial stages in a game application
27870,page showing contact search options
17362,welcome page of a tracker app
25733,display image of options
24595,drop down of various options
22780,page displaying different options to control
18147,display page showing different icons
10288,list of multiple ringtone options
32523,display screen of settings
33905,display of page about socializing with the world
22863,display of a pop up with share options
27168,display shows search bar
14631,menu of actions of a cat
21538,display of options to log in into social applications
12714,pop-up showing to add a stream
32388,page displaying a text field to enter number or email
16594,display screen showing list of winners
33940,display shows set time to sleep
25187,list of different kind of foods in shopping app
20917,asking permissions to login
29832,display of a pop up
22349,file type in a export
3357,list of various options
17118,different options in the classical baby wearing techniques app
28041,list of different setting options on an app
22458,history page displayed of a educational app
33455,alert message displaying various people
29349,display screen of shopping app showing product and pricing details
33492,colour editing page displayed in application
20543,display shows warning page
2247,page displaying a profile of a women of dating app
32622,displaying different responses for calls
12821,page displaying empty channels of favorite podcasts
32402,list of options on an academic app
21607,page asking details for a journey
10947,display image
2708,display of a page showing multiple states for an app
13801,acceptance page of terms and conditions for an app
17682,cat scale locator in cat scale
33670,home screen showing metro train details
12932,display page of a check availability of a room
31917,page displaying a map with different controls
12185,page asking about the gender
3393,page displaying to select date in application
13774,list of avatar options in the photo app
12976,display with options
31181,page displaying a rage face
23303,page asking questions
14719,display shows number of countries
25950,app showing homepage of a shopping app
18587,page displaying a profile with no of followers
3276,common errors in grammar and more
3019,home page displaying addresses in property app
25114,page displaying the details to create an account
22732,different outfits are displaying in the shopping app
18909,blank page displaying with other options in healthcare application
15531,list of options in the wallpaper app
11474,pop asking access for account to continue
30042,login page for social app
14349,display of list of options for a weather application
2665,notification displaying to select an application
24007,list of public sphere settings
26131,display page of maps application with various options
24986,display screen with various options
27175,display shows to enter location
12027,display image
1105,display of a page showing multiple locations for an app
12753,pop up asking to connect a network
12581,loading page
25892,informative page
34622,display image
19670,display image of options
22243,display screen showing image and other options
22914,list of different news feed
17321,display of a pop up
1769,display image of options
31076,display of a page showing online mobile trading app
3529,log in page
3094,city state or zip location in map
32980,options showing
35723,alert message to select the app for sharing the file
17400,page displaying list of teams
33284,alert message to select an app for sharing the file
11859,list of missing profiles and state names
17510,display page of bible readings
160,blank page displaying with the url
11246,displaying online reviews of online shopping
16511,blank page displaying account
23598,page asking to select the year
11416,display of screen on kid friendly apps
15487,home page displaying about training
12147,display screen showing current/add location
32275,count of workout displayed in a fitness training app
14556,page showing welcome page
18945,display of alerts option
12953,page showing list of different setting options
2859,display of a initial stages
27852,display of an photo folder in the gallery app
19646,log-in page of a social app
15674,display of a page showing online shopping app
31173,display of a pop up
30650,app crawler in a home snap
27637,pop-up showing about sharing through apps
1736,different location images are displaying
28786,display of list of sharing applications
13218,display list of options
34859,notification displaying previous and finish options
12791,page displaying the different colors
193,display shows friends page
30246,image le cut into slices
31349,display shows list of news in the news application
22906,page displaying all recent images
34650,display of screen shows to log in an account
25256,booking page of bus booking
19689,page displaying all different quotes in dashboard
11520,log in page
23725,pop up displayed to run email
20323,app showing information how to use
28604,display with news option
14759,list of options for different aspects
14550,comments in a women into bi guys
14757,free edition of 2011 to 2014 in rock for android
1545,list of social media app notifications
1913,display of an image in application
2945,display shows number of words to learn a language
29545,display of a holy book application with various options
32999,list of different options for the account
34778,list of options
15468,display shows ad page in the shopping application
17314,list of days
33741,display of a pop up with share options
14144,page displaying the user information
23884,display of nail art application with various options
33471,blank page is displaying for in progress
18404,display of a search page
13573,category feature is displaying to post an advertisement
25239,notification displaying just once and always options
35170,display page of a learning app
17084,display with ratings and different options
34691,page displaying the rating
3437,page showing search bar to find phone number
28365,different options to learn new language
26516,display of log in page
35294,home screen displaying icons like camera
13209,display of completed list in a video downloading application
35502,account log in page
19069,display shows page to configure in the widget
1472,display shows alert message on terms and conditions of application
25106,home screen displaying list of places
26178,pop up alert showing copyright
20972,display shows homepage with options
26433,display showing quotes
29818,confirmation page displayed for connecting address book
34897,alert message to select an app for sharing the file
31117,display scree of call log
12162,page displaying hints
34802,login page for a grocery shopping app
15208,displaying home page of games
23584,display of information about an application
1042,page showing different information in an application
23290,music application with several regulating tabs
27097,display of the social app with conversation option
18459,notification showing the calendar
16886,display with options
2720,air ports of cheap flights
22791,display of a page showing multiple options for accessibility
34426,list of options in application
16326,pop up alert message of welcome
24620,log in page for the application
327,display of settings page of a mobile
22647,display shows an image
13906,page displaying different kinds of stickers in an education application
15482,display with workouts list option
19033,display of a initial stages
178,menu page with various options on a social app
35042,app asking to choose your level
2530,display shows number of applications
31635,display of settings page
11064,feedback send with email or android beam
2934,displaying an app to learn new language
30988,page displaying multiple options for e service traffic app
13571,alert message status
13445,page displaying an image
12898,display shows to select a country
34472,display of a question
18420,list of features of a shopping app
20770,display page of a mobile banking app
30284,display shows number of applications
24923,error page
29849,display of list of sharing applications
13830,different features of an informative app
24979,main page of the application with a option
31051,display shows to create a new account
13802,display shows questions to be answered
13335,default in zero cards of ankidroid
29884,display of a loading page in a weather application
13156,home page of a music learning app
28212,display tells about badges page in fitness application
20762,display shows an image
33123,display of option to log in into social application
32007,display of a page showing schedule in video player app
17899,list of options in the web protection app
11366,home page displaying various books
27246,checking reviews of the restaurant
17587,display image of options in a news application
16833,list of application options for sharing
19428,pop up alert message for permission
27257,pop- up shows allow option for an application
34661,enter registration details in registration
19614,initial step to create an account
3543,address list showing in location page
14232,different articles on news feed
21727,home screen showing for travel app
32455,list of options in a weather app
21794,homepage of a weather updates application
34478,display screen showing record of checkbook
29022,display image
25391,image displaying sentences
15315,display of an account details
22122,page showing welcome page
19163,page asking to set up test area
34855,alert text regarding the products to get online application
25787,display of location search page in the banking app
15437,display screen showing list of preferences
28565,business ideas showing in this page
1454,display of a searched location
21191,display of a pop up
126,list of application options for browsing
16334,login page of a social app
18105,alert message to select an app for sharing the file
10775,list of menu options on the screen
25836,display of a languages option
34081,page displaying recent browsing
10427,home page
3455,list of actors
13607,display of settings page
30218,forgot password to reset a password
35387,display shows to choose glass size in the reminder application
24648,display with transaction option
13554,display of a bar-code for a device
24910,page displaying a retry button
12177,app showing your medical appointment page
30557,display page to share app
10106,page asking details for creating an account
11559,page asking to sign up an account
32609,main page for the food application
3227,instruction pop up page displaying
33988,measurements of a add measures
14136,alert message showing for social apps
10958,page displaying about benefits of exercising
30460,page displaying add icon in financial app
3555,description page for the language learning app
11959,page displaying for code confirmation
15176,home page displaying multiple videos
24012,display of a sports news application which shows different articles
16129,display page showing option to add location
2977,display page of a meme editing app
31556,display with several options
34614,pop up page asking for confirmation
17375,display page showing information about recipe
11030,page displaying forecast discussion in a weather app
34882,display of a search page in a cooking application
33611,blank page displaying empty notifications in food application
22894,page displaying period estimation calculator
33561,get started page
27990,page asking to create profile
32261,list of options displaying for different settings
32185,display of genres page in the music player app
23797,display page showing information to setting up account
20974,home page with different options
27932,display screen of an travel app showing list of sleeper
20384,app showing list of all the league matches
30157,blank page is displaying for entries
10934,display shows settings in the weather updates application
19259,notification displaying different options
13718,display page of a healthcare app
20813,page displaying application to download
28708,alert text regarding new feature in application
14111,different kinds of food recipes in the application
17500,display of display settings options
21774,page displaying different cocktails with rum
21602,home page for the airlines application
25190,page displaying home page
17044,log in page displayed
16432,pop up displaying to install an application
14264,list of applications to send sticker
23796,final step to create account
31521,page displaying overview of team profile
10162,display shows scientific calculator
20498,list of locations
31005,display screen showing profile info
25594,display shows updates page in the application
25875,home page displaying different options to continue
30187,page displaying different countries available
26455,empty page
34475,welcome page displayed to start trading in an trading app
28569,page displaying different kind of ideas in bussiness application
22764,pop up notification of a welcome page
18451,list of recent added songs in the music player app
23178,page displaying categories in a quiz app
35301,blank page includes various options displayed
17562,page displaying to accept terms and conditions
23731,display of a support page for an application
18021,display image
13551,log in page
17933,login or sign up page for a social app
15016,introductory page of a water reminder app
14370,page displaying a search bar
14289,page displaying accept continue button
22492,display of reminder setup page in the diary app
24881,page displaying an image
23770,display page showing search results
11548,pop up window of message viewer
29311,page displaying a map with different features
11272,display with send and copy options
18826,display shows to search hotels
3362,display image of options an application
32915,display of a page showing multiple settings for alerts
25869,page showing various information like us
31530,different features to remove ads
15559,initial screen
32049,login page of a banking application
25136,display page of a list of stories
27631,display of a page showing scary image
30979,display with location option
13418,page displaying to share group via social network
19357,display of recently uploaded videos
33330,home page of a shopping application
11237,menu of food items
11552,display page of a tagging app
21190,pop up asking to continue on a social app
17234,display of various options in learning application
13252,display of settings page
20725,calling page with various other options
21699,display screen of currency converter app
33218,home page showing various pictures of cakes
230,display screen of map view
18832,login page for travel bookings
34611,home screen displaying about trading points
27313,application to save your favorites regarding times
3216,display of a page showing math quiz app
3502,home screen displaying a product on shopping app
30559,display image of options in a govt exam preparation application
19450,notification displaying done option
33008,list of visits on an app
27079,display of settings page
14237,list of various applications to share the information
26802,display of list of pokemons
24102,display with several options
1672,notification displaying various applications with other options
16623,page asking card details to start free trial
18930,alert message showing for financial app
16597,displaying login page to earn rewards
21429,pop up displaying information about the application
29967,automatic check balance in balance
13838,display image of options
101,log in page
18247,display screen showing option to add vehicle
13383,notification displaying cancel and ok options
2445,display information in the restaurant guide app
14431,page displaying the date month and year
26570,page displaying different lessons in a learning application
19345,display page showing option to add shopping list
10113,display with different options
29051,home page
34186,list of various cars
29570,display image of options
31451,display shows security page
2615,page displaying an image of a cat
14909,display of settings options for an application
27905,page displaying weather in application
16359,app displaying translation page in the language learning app
10968,display page of a eye test
16259,home page displaying a financial app
1370,list of airports at different locations in the travel app
3007,different setting options in settings page
16575,display of a settings page
13669,list of various minutes to buy displayed of gaming app
34341,app asking permission to become a vip member
34484,home screen displaying for financial app
10640,browsing page displayed of a sports app
29553,pop up alert to share using an application
35152,display of a shopping application with different shoe options
20954,home page with different options
3533,display of a page showing workout app
32226,page displaying various settings in application
20148,account details in the mobile application
223,pop to edit a page
27914,page asking to sign in to register an account
10861,informative page
35231,page displays instructions to start an application
18837,display of a page showing flight booking app
17442,display of search bar
3269,page displaying for setting the accent and language
34785,app showing details of touchdown hd
22882,count for pregnancy and menstruation page displayed for hygiene app
17816,page displaying scorecard of the match
25535,page displaying application option for sharing
12119,app displaying various editing options
272,list of different metrics on an app
1298,about us page of a reading app
34052,display screen of chat
24886,display page of a camera
20704,notification displaying ok option
23255,home page displayed of a diagnostics tool app
14535,calendar of 14th of january
14520,list of different ideas for love
14727,baby manager app page showing an option to add photos
24867,display page of a fuel tracker app
27522,display of settings page
15103,account registration screen
2237,news feed page of a dating application
27247,home page displaying different options to continue
18714,pop up displayed license agreement to accept or decline
10238,page displaying different types of cards to add
34990,display of list of sharing applications
20940,display screen showing instructions
34202,home page showing about sign up
29955,display of a menu option in a food application
31273,display shows number of items in a shopping app
17202,error to connect of funny pictures
13138,display image
17966,display page of a shopping app
2216,login page displayed of an interactive app
15164,chat page to report issue for support team
19348,display of different categories of food in the recipe app
22595,alert message status
35003,display with tournament statistics option
26081,home page displaying different help information to continue
18344,different types of exercises for women are displaying
20864,mobile application to enter the phone number
18769,display screen with various options
29481,home page showing information to login
17213,page showing information about an app
15150,page displaying settings of an shopping application
17296,display shows number of coins in your account
1061,dating app displayed settings page
18864,login page
2358,display page of a shopping app
19183,home page for the application
21692,call history page is being displayed in the app
11280,list of options to select the font
10178,display with add to watch-list option
25824,home page displaying list of options for goalies
2325,page displaying a post and option to comment on it
2160,displaying a window to set alarm
3581,display shows number of applications
